détails,état,marque,adresse,prix,image_lien
Promo Tabaski téléviseur 75 pouces astech google TV,Neuf,Astech,"Ouakam, Dakar",474900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/47c79c32477dc86cbe5e1a61ce5a8d98/-/horizon-files-prod/ed/picture/qj466z58/ef0898961ee17551c9d2d73d0d1b0eed3863193e.jpg
TCL 58 pouces S470G 🇺🇸,Neuf,TCL,"Sicap foire, Dakar",300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f71a426ddc0152277ac9c39d7e0419a9/-/horizon-files-prod/ed/picture/qq42mvr7/78f6a5491ab3f57024479ad6d0e1c1f8e12a4e39.jpg
LG 75 UT80 (2024) 🇺🇸,Neuf,LG,"Sicap foire, Dakar",680000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/909e2882567819b5155949d7c2cfc34b/-/horizon-files-prod/ed/picture/qv4wn8dj/c6fa4cbb5902ce21659d557adab5d0ee587a7f3f.jpg
LG 70 pouces (2024) 🇺🇸,Neuf,LG,"Sicap foire, Dakar",580000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28dca10bbb4868cb718aa6ad13263fa1/-/horizon-files-prod/ed/picture/q6xd09g4/74275a830722bbeac7315b3cc37fa8cc35633672.jpg
SAMSUNG 65 (DU7200D) 2024 🇺🇸,Neuf,Samsung,"Sicap foire, Dakar",500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bee0c7f40e3524381183391c60cabe6c/-/horizon-files-prod/ed/picture/qgqwz5rk/fb67fd8b1d9dd352905b524caf60a69a40779f33.jpg
LG 65 UT80 (2024) 🇺🇸,Neuf,LG,"Sicap foire, Dakar",500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2014f89c4d4ff8dd81dfe3694f473545/-/horizon-files-prod/ed/picture/qj4q2m7g/2f4548c500294513f38d865334e39903f0a9523f.jpg
Téléviseur Hisense 65 Pouces Smart TV,Neuf,Hisense,"Plateau, Dakar",340000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1adcf6bd503dd50bc12ca78da719ab56/-/horizon-files-prod/ed/picture/q0g756dd/789aab718414bf19dcadb16f6f13d22c56267b0a.jpg
Destocage,Neuf,Autre,"Ouest foire, Dakar",7,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a15c2b327bef1d882a3da6fe59f6fdc/-/horizon-files-prod/ed/picture/qpdg648v/3f285cf8722174d468ed032f3377ffa39d811adf.jpg
Téléviseur Smart 43 Pouces,Neuf,Autre,"Plateau, Dakar",100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60ff5eab097a2830934e99a472af8c7a/-/horizon-files-prod/ed/picture/qngpq67x/00d5596df889a2ae738375db718de793d991dc0a.jpg
TÉLÉVISEUR 55POUCES HISENSE SMART VIDAA UHD 4K 55A6M,Neuf,Hisense,"Plateau, Dakar",269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d6d4727c9479d5a54cfd6fce0adb8bf4/-/horizon-files-prod/ed/picture/qenrrx4d/ea88fcc95f310a91c30b431ad459c1c723ddbf49.jpg
"SMART TCL 43"" ANDROID 4K FULL OPTIONS",Neuf,TCL,"Ouakam, Dakar",175000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be06537a19eab50732454712940248d3/-/horizon-files-prod/ed/picture/q0g2m9zw/bdcb7ccc96b274300a18b87959102b89e7593afb.jpg
TV recordex ST-700,Réconditionné,Autre,"Plateau, Dakar",500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca02b22349e6fea0d762e279241d7b41/-/horizon-files-prod/ed/picture/qxj82nn4/7b089d7fe82149f689321f6e24fcf683d98e87b4.jpg
Smart Tv hisense 32 pouces,Neuf,Hisense,"Pikine, Dakar",75,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3113b58df9340296ecb7a2c66602bfe3/-/horizon-files-prod/ed/picture/qrzrrnj2/497d03283e96852c55847aa286dd6e675c198a45.jpg
TELEVISEUR LG 98 LED 4K SMART 98UT91006LA,Neuf,LG,"Plateau, Dakar",2325000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/32e7013e7f723335a036e2161a551c2d/-/horizon-files-prod/ed/picture/qkr77p7n/e1638fdcfb13589a71ef229fc06b0569e3fcc032.jpg
"LG SMART 65"" UT80 4K AI (2024)",Neuf,LG,"Patte d‘oie, Dakar",500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/39aff24a3147b2be1c53b5649884d780/-/horizon-files-prod/ed/picture/qwerej5k/dde08c052f05ad24ec424d4e684c37bc601e66ed.jpg
LED SMART TV astech 65 pouces,Neuf,Astech,"Plateau, Dakar",390000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/410a7f77518693a9d2010c52b0869fd1/-/horizon-files-prod/ed/picture/q2jrnedq/5b721c26d2be553ffdda1a76cd6fcde6d9b856ec.jpg
TÉLÉVISION 55 POUCES SMART TV,Neuf,Autre,"Castor, Dakar",188000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5563c7c8ca5a61c4f6592b7a5b810954/-/horizon-files-prod/ed/picture/q78wg2m5/38d4812b7a9e0858000525d421d9af05ad3e228b.jpg
LG Oled Evo C4 77 pouces 2024,Neuf,LG,"Ouakam, Dakar",1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36decd5968452e4d421937194397859a/-/horizon-files-prod/ed/picture/qrzrzj5q/08f363b579af5aea18d2cc1f89e1a726d2e9b1b7.jpg
"tv smart hisense 50"" 4k full options",Neuf,Hisense,"Ouakam, Dakar",250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8385e90df93a4ad3d3f61e0cdf03d9eb/-/horizon-files-prod/ed/picture/qpdm6mv0/c685b510c73fbedd9d595d81021845399ce0898b.jpg
Télévision west 43 smart tv,Neuf,Autre,"Colobane, Dakar",105000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/241dfa272cd42cbd34517a6259a83177/-/horizon-files-prod/ed/picture/qxj88jnz/77eb24a49fec3a41fdf7d19fbf9e8c41de70f08d.jpg
Tv 50 pouce smart tv smart tv,Neuf,Autre,"Colobane, Dakar",165000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac82dc6110c19c106184e18ff1a5f5da/-/horizon-files-prod/ed/picture/qng99gk9/a1a73a3ed1ac44c153e770dbfc209e731713edc1.jpg
TELEVISEUR SMART TECHNOLOGY 50'' SMART,Neuf,Autre,"Fass, Dakar",169900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfa6859a1b2acab34f04a2b6f17278e4/-/horizon-files-prod/ed/picture/qq4z78p7/9379d38d0ef2c74f5202efc916014301c91ea949.jpg
"smart samsung 65"" uhd 4k full options",Neuf,Samsung,"Ouakam, Dakar",450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48c2e5b6ea1470a783d3374358510676/-/horizon-files-prod/ed/picture/qv4de6kk/63f31058e80d16eea6c714afe578867766216085.jpg
